ASIN,YEAR,MONTH,DAY,STAR_5,STAR_4,STAR_3,STAR_2,STAR_1,STAR_AVG,
B01GC6UXBQ,2022,1,28,0,0,0,0,0,0,
B099PPSW7K,2022,1,28,0,0,0,0,0,0,
B07B4R4SDF,2022,1,28,0,0,0,0,0,0,
B073WZKFB8,2022,1,28,0,0,0,0,0,0,
B08S78HB96,2022,1,28,0,0,0,0,0,0,
B088LMGYFD,2022,1,28,0,0,0,0,0,0,
B08GYZYNM8,2022,1,28,0,0,0,0,0,0,
B06XDZ1N9F,2022,1,28,0,0,0,0,0,0,
B08S3K3R1Q,2022,1,28,0,0,0,0,0,0,
B095YH77P6,2022,1,28,0,0,0,0,0,0,
B00178I6O6,2022,1,28,0,0,0,0,0,0,
B07XVTVT4S,2022,1,28,0,0,0,0,0,0,
B09KTMCMNY,2022,1,28,0,0,0,0,0,0,
B0936ZJ8CT,2022,1,28,0,0,0,0,0,0,
B00IAKBG82,2022,1,28,0,0,0,0,0,0,
B07H446RSV,2022,1,28,0,0,0,0,0,0,
B002H96420,2022,1,28,0,0,0,0,0,0,
B07NCNL3ZW,2022,1,28,0,0,0,0,0,0,
B07R8TJ7WV,2022,1,28,0,0,0,0,0,0,
B001P2IIZG,2022,1,28,0,0,0,0,0,0,
B007ZUGCL4,2022,1,28,0,0,0,0,0,0,
B0936ZJ8CT,2022,1,28,0,0,0,0,0,0,
B01N5G2TYO,2022,1,28,0,0,0,0,0,0,
B01GEWSZ8G,2022,1,28,58,14,11,10,7,4.1,
B01BOM2ZWS,2022,1,28,0,0,0,0,0,0,
B07PVMFF8J,2022,1,28,0,0,0,0,0,0,
B09KX54Q13,2022,1,28,81,10,4,0,5,4.6,
B08VJ783GV,2022,1,28,0,0,0,0,0,0,
B00VDKZDS0,2022,1,28,0,0,0,0,0,0,
B0121T4HTC,2022,1,28,0,0,0,0,0,0,
B01M4K32OR,2022,1,28,0,0,0,0,0,0,
B014N4Q02A,2022,1,28,0,0,0,0,0,0,
B08QYYR838,2022,1,28,0,0,0,0,0,0,
B08THJJW6M,2022,1,28,0,0,0,0,0,0,
B095VR949F,2022,1,28,0,0,0,0,0,0,
B09KX8MQHD,2022,1,28,0,0,0,0,0,0,
B087RPYL7W,2022,1,28,0,0,0,0,0,0,
B07P38F57X,2022,1,28,0,0,0,0,0,0,
B09JL2F2YF,2022,1,28,0,0,0,0,0,0,
B07ZR123ZP,2022,1,28,62,15,11,4,7,4.2,
B001QX72V0,2022,1,28,0,0,0,0,0,0,
B002RL8IU4,2022,1,28,0,0,0,0,0,0,
B01LTHKXMM,2022,1,28,0,0,0,0,0,0,
B08JQ1TJ75,2022,1,28,0,0,0,0,0,0,
B0861N2NCM,2022,1,28,66,15,9,3,6,4.3,
B096FMWWQ2,2022,1,28,0,0,0,0,0,0,
B07VC8HBPC,2022,1,28,57,15,13,7,9,4,
B00OW9NDKE,2022,1,28,0,0,0,0,0,0,
B07WVJ37ML,2022,1,28,0,0,0,0,0,0,
B07Z9WVGKB,2022,1,28,0,0,0,0,0,0,
B08QVZZYZZ,2022,1,28,0,0,0,0,0,0,
B003KW1978,2022,1,28,85,8,4,0,4,4.7,
B07DJF37YZ,2022,1,28,0,0,0,0,0,0,
B000PI99TA,2022,1,28,0,0,0,0,0,0,
B07HNC618F,2022,1,28,0,0,0,0,0,0,
B08WBMCQHF,2022,1,28,0,0,0,0,0,0,
B082YPZMT9,2022,1,28,0,0,0,0,0,0,
B00YOAKOT4,2022,1,28,71,13,0,11,5,4.4,
B01AXVQS0G,2022,1,28,0,0,0,0,0,0,
B01MTZ0S42,2022,1,28,0,0,0,0,0,0,
B00PFCT5NG,2022,1,28,0,0,0,0,0,0,
B00P00BY28,2022,1,28,0,0,0,0,0,0,
B08MJ5BR7D,2022,1,28,0,0,0,0,0,0,
B07ZR3CJYX,2022,1,28,0,0,0,0,0,0,
B005CN4B7S,2022,1,28,0,0,0,0,0,0,
B00J2AWBWY,2022,1,28,77,10,6,2,4,4.6,
B07R7V7XLN,2022,1,28,61,15,11,5,8,4.2,
B07P7KHZJL,2022,1,28,0,0,0,0,0,0,
B07Z9WJD6C,2022,1,28,0,0,0,0,0,0,
B08V1GC2MP,2022,1,28,0,0,0,0,0,0,
B08H49XLQM,2022,1,28,0,0,0,0,0,0,
B085TFH248,2022,1,28,54,16,14,6,10,4,
B07BMY1FK7,2022,1,28,0,0,0,0,0,0,
B07PGQDWMT,2022,1,28,0,0,0,0,0,0,
B07GNJR4C8,2022,1,28,0,0,0,0,0,0,
B006VRSF4Y,2022,1,28,0,0,0,0,0,0,
B0046753LO,2022,1,28,0,0,0,0,0,0,
B07YRFJQ3N,2022,1,28,0,0,0,0,0,0,
B07KCDPX88,2022,1,28,0,0,0,0,0,0,
B07P9G959X,2022,1,28,0,0,0,0,0,0,
B000ALY3PW,2022,1,28,0,0,0,0,0,0,
B095M11PV8,2022,1,28,0,0,0,0,0,0,
B01GKH6FTQ,2022,1,28,0,0,0,0,0,0,
B09KK6WLGP,2022,1,28,0,0,0,0,0,0,
B08JBY5WKZ,2022,1,28,0,0,0,0,0,0,
B09JS5WM4Y,2022,1,28,0,0,0,0,0,0,
B08N86XSLX,2022,1,28,0,0,0,0,0,0,
B0046753LO,2022,1,28,75,12,6,2,4,4.5,
B00AS0CDDY,2022,1,28,0,0,0,0,0,0,
B07YRFJQ3N,2022,1,28,0,0,0,0,0,0,
B07KCDPX88,2022,1,28,0,0,0,0,0,0,
B07P9G959X,2022,1,28,0,0,0,0,0,0,
B09MVHDQRG,2022,1,28,0,0,0,0,0,0,
B000ALY3PW,2022,1,28,0,0,0,0,0,0,
B01EZ8M6TA,2022,1,28,0,0,0,0,0,0,
B09JS9XBB4,2022,1,28,0,0,0,0,0,0,
B072B9L2DV,2022,1,28,0,0,0,0,0,0,
B09DCR4GWH,2022,1,28,0,0,0,0,0,0,
B09LM8K82W,2022,1,28,0,0,0,0,0,0,
B07WTVR7CK,2022,1,28,0,0,0,0,0,0,
B07BLZHRQB,2022,1,28,0,0,0,0,0,0,
B09LV3LMZP,2022,1,28,0,0,0,0,0,0,
B07QYQGMZJ,2022,1,28,0,0,0,0,0,0,
B01FSJV44S,2022,1,28,0,0,0,0,0,0,
B08T8DVMSF,2022,1,28,0,0,0,0,0,0,
B08YP589T5,2022,1,28,63,15,11,4,6,4.3,
B08XY6R7B5,2022,1,28,0,0,0,0,0,0,
B0047X594I,2022,1,28,0,0,0,0,0,0,
B004BCZ5H6,2022,1,28,0,0,0,0,0,0,
B01N1ZJIN8,2022,1,28,0,0,0,0,0,0,
B09BLVPMQD,2022,1,28,0,0,0,0,0,0,
B07HND5TZD,2022,1,28,0,0,0,0,0,0,
B08WBKGBMS,2022,1,28,0,0,0,0,0,0,
B09KX4939D,2022,1,28,0,0,0,0,0,0,
B09BLJTHJH,2022,1,28,0,0,0,0,0,0,
B08ZHVWG6M,2022,1,28,0,0,0,0,0,0,
B07PVB7BPB,2022,1,28,64,15,10,6,6,4.3,
B08LNZWX14,2022,1,28,0,0,0,0,0,0,
B0974P1XL8,2022,1,28,0,0,0,0,0,0,
B07GXD9ZG7,2022,1,28,0,0,0,0,0,0,
B01LFQ93F0,2022,1,28,65,19,15,0,0,4.5,
B08YFD3WSG,2022,1,28,0,0,0,0,0,0,
B09HL7XK4V,2022,1,28,0,0,0,0,0,0,
B07P1D4VXK,2022,1,28,0,0,0,0,0,0,
B07GNHTLV7,2022,1,28,0,0,0,0,0,0,
B0013C9L90,2022,1,28,0,0,0,0,0,0,
B095KB7G16,2022,1,28,0,0,0,0,0,0,
B08HWKGF5K,2022,1,28,0,0,0,0,0,0,
B076X4LSLX,2022,1,28,0,0,0,0,0,0,
B09H283CXX,2022,1,28,0,0,0,0,0,0,
B09JST5H7F,2022,1,28,0,0,0,0,0,0,
B08GHD7MWP,2022,1,28,0,0,0,0,0,0,
B09LLZQYCR,2022,1,28,0,0,0,0,0,0,
B07C74Q9J6,2022,1,28,0,0,0,0,0,0,
B08NVC5WFS,2022,1,28,54,14,14,6,12,3.9,
B091669D7S,2022,1,28,0,0,0,0,0,0,
B07H56HGZL,2022,1,28,0,0,0,0,0,0,
B0006LNKK0,2022,1,28,0,0,0,0,0,0,
B08VJ852F3,2022,1,28,0,0,0,0,0,0,
B09N9YTK31,2022,1,28,0,0,0,0,0,0,
B08ZWHHWFW,2022,1,28,71,29,0,0,0,4.7,
B08GZ1FK71,2022,1,28,0,0,0,0,0,0,
B08JP7S1KM,2022,1,28,0,0,0,0,0,0,
B09BC3XPWG,2022,1,28,0,0,0,0,0,0,
B08R3JLVXN,2022,1,28,0,0,0,0,0,0,
B071LHYVDF,2022,1,28,0,0,0,0,0,0,
B000KE5OBG,2022,1,28,0,0,0,0,0,0,
B09QMSZRPS,2022,1,28,0,0,0,0,0,0,
B01A62BAX2,2022,1,28,0,0,0,0,0,0,
B0032RMX3U,2022,1,28,87,7,3,1,1,4.8,
B01IAECEF6,2022,1,28,0,0,0,0,0,0,
B01LXFCBIE,2022,1,28,0,0,0,0,0,0,
B096FMRGZD,2022,1,28,0,0,0,0,0,0,
B099BM7MVS,2022,1,28,100,0,0,0,0,5,
B003VIWF4C,2022,1,28,65,22,13,0,0,4.5,
B011XF0YQ0,2022,1,28,0,0,0,0,0,0,
B002EZJ5E6,2022,1,28,66,13,15,3,3,4.4,
B00175XZR2,2022,1,28,0,0,0,0,0,0,
B00M68O8BQ,2022,1,28,0,0,0,0,0,0,
B07YJC658X,2022,1,28,0,0,0,0,0,0,
B00570GWCI,2022,1,28,0,0,0,0,0,0,
B00LMPYYPO,2022,1,28,0,0,0,0,0,0,
B09FL6XRZ4,2022,1,28,0,0,0,0,0,0,
B000H73MJW,2022,1,28,82,7,8,0,3,4.7,
B00ADRH0O4,2022,1,28,0,0,0,0,0,0,
B07XT1BNVH,2022,1,28,0,0,0,0,0,0,
B08SBWZKYT,2022,1,28,0,0,0,0,0,0,
B07GSDDRVX,2022,1,28,0,0,0,0,0,0,
B08WBMF3DF,2022,1,28,0,0,0,0,0,0,
B09KX9JV2V,2022,1,28,0,0,0,0,0,0,
B07HN7NSZ7,2022,1,28,0,0,0,0,0,0,
B08MWH13BJ,2022,1,28,0,0,0,0,0,0,
B00G9F8GOM,2022,1,28,0,0,0,0,0,0,
B07GNMX16V,2022,1,28,0,0,0,0,0,0,
B08Y72W3SH,2022,1,28,0,0,0,0,0,0,
B01BAOEW62,2022,1,28,0,0,0,0,0,0,
B009W29VNY,2022,1,28,0,0,0,0,0,0,
B09M3R95N8,2022,1,28,0,0,0,0,0,0,
B01AKZO9E2,2022,1,28,72,13,10,0,6,4.4,
B08THDC6XD,2022,1,28,0,0,0,0,0,0,
B08TLYVD1R,2022,1,28,59,14,9,7,11,4,
B009VGN7TA,2022,1,28,0,0,0,0,0,0,
B0006LNKKK,2022,1,28,0,0,0,0,0,0,
B0006LNKFK,2022,1,28,0,0,0,0,0,0,
B07RYB43RM,2022,1,28,0,0,0,0,0,0,
B07GNHV1WT,2022,1,28,0,0,0,0,0,0,
B09NFK81SS,2022,1,28,0,0,0,0,0,0,
B09JDWX3JQ,2022,1,28,0,0,0,0,0,0,
B09CKVSQQ6,2022,1,28,0,0,0,0,0,0,
B07S1XVHHS,2022,1,28,0,0,0,0,0,0,
B014VZUK86,2022,1,28,0,0,0,0,0,0,
B007WHYTBU,2022,1,28,0,0,0,0,0,0,
B08KXNM9J8,2022,1,28,0,0,0,0,0,0,
B08LSTV4ZR,2022,1,28,0,0,0,0,0,0,
B07XTT6QHP,2022,1,28,70,14,7,5,4,4.4,
B08VJ7Z2FH,2022,1,28,0,0,0,0,0,0,
B09LMKTM56,2022,1,28,0,0,0,0,0,0,
B09N9YDDQY,2022,1,28,0,0,0,0,0,0,
B09G6YFG82,2022,1,28,0,0,0,0,0,0,
B07TQ8WD85,2022,1,28,0,0,0,0,0,0,
B098PBY9JJ,2022,1,28,0,0,0,0,0,0,
B001F7D248,2022,1,28,0,0,0,0,0,0,
B08P2KV42Z,2022,1,28,0,0,0,0,0,0,
B08B5Q8L5K,2022,1,28,0,0,0,0,0,0,
B00178HDPO,2022,1,28,0,0,0,0,0,0,
B09MSXMMSM,2022,1,28,0,0,0,0,0,0,
B08599P96Y,2022,1,28,0,0,0,0,0,0,
B01MUC8TG6,2022,1,28,0,0,0,0,0,0,
B09KV75GVZ,2022,1,28,0,0,0,0,0,0,
B000V6J9G4,2022,1,28,0,0,0,0,0,0,
B09K355JXZ,2022,1,28,0,0,0,0,0,0,
B08LTZFWWW,2022,1,28,0,0,0,0,0,0,
B007WN4ZT0,2022,1,28,80,4,9,2,6,4.5,
B08QV3F737,2022,1,28,84,6,9,0,0,4.7,
B071CWB3CL,2022,1,28,0,0,0,0,0,0,
B08L8ZFFKJ,2022,1,28,0,0,0,0,0,0,
B00P1IYUFM,2022,1,28,0,0,0,0,0,0,
B07GNJ6YNY,2022,1,28,0,0,0,0,0,0,
B01JMYRA8E,2022,1,28,0,0,0,0,0,0,
B09H63P8B6,2022,1,28,0,0,0,0,0,0,
B08XY5YXVQ,2022,1,28,0,0,0,0,0,0,
B01MRHW7V7,2022,1,28,0,0,0,0,0,0,
B0006LNIH0,2022,1,28,0,0,0,0,0,0,
B00TQUJUVA,2022,1,28,0,0,0,0,0,0,
B08TMMSJK5,2022,1,28,51,23,11,7,8,4,
B00LMQ38RI,2022,1,28,0,0,0,0,0,0,
B09KWZC8VS,2022,1,28,0,0,0,0,0,0,
B07HN5ZTLX,2022,1,28,78,10,6,2,4,4.6,
B09C8J6L29,2022,1,28,64,0,0,0,36,3.6,
B0164SU8JO,2022,1,28,0,0,0,0,0,0,
B074XG4KGF,2022,1,28,0,0,0,0,0,0,
B00178RI0Y,2022,1,28,0,0,0,0,0,0,
B07GH5TRXC,2022,1,28,0,0,0,0,0,0,
B09P7YXR1G,2022,1,28,0,0,0,0,0,0,
B09LML51XM,2022,1,28,0,0,0,0,0,0,
B07ZHNW3J1,2022,1,28,0,0,0,0,0,0,
B01N2BCFHV,2022,1,28,0,0,0,0,0,0,
B084W2RCLG,2022,1,28,0,0,0,0,0,0,
B07MJHLLG1,2022,1,28,0,0,0,0,0,0,
B01GR3M740,2022,1,28,0,0,0,0,0,0,
B091YKQBT8,2022,1,28,0,0,0,0,0,0,
B08W1XVW2P,2022,1,28,0,0,0,0,0,0,
B07K5FTG8W,2022,1,28,0,0,0,0,0,0,
B09HMPYVZZ,2022,1,28,0,0,0,0,0,0,
B07GTFS92H,2022,1,28,80,9,5,2,4,4.6,
B07GNCWMZF,2022,1,28,0,0,0,0,0,0,
B0018HNDXA,2022,1,28,0,0,0,0,0,0,
B0894BB687,2022,1,28,0,0,0,0,0,0,
B09FF8VVWT,2022,1,28,0,0,0,0,0,0,
B07MTNCG6H,2022,1,28,0,0,0,0,0,0,
B09FKJPSKL,2022,1,28,59,24,5,8,5,4.2,
B07HS2KSJ2,2022,1,28,0,0,0,0,0,0,
B08VJ7L1RZ,2022,1,28,0,0,0,0,0,0,
B09G9GSY9Q,2022,1,28,0,0,0,0,0,0,
B01N34SBQS,2022,1,28,0,0,0,0,0,0,
B083643D8X,2022,1,28,73,15,4,2,6,4.5,
B07F245PS1,2022,1,28,0,0,0,0,0,0,
B074JT3698,2022,1,28,71,16,5,2,5,4.5,
B07Q5R22DV,2022,1,28,0,0,0,0,0,0,
B07VCHVTCM,2022,1,28,0,0,0,0,0,0,
B097SJ88XL,2022,1,28,0,0,0,0,0,0,
B07VXNH138,2022,1,28,62,19,10,4,6,4.3,
B083V6K8RH,2022,1,28,0,0,0,0,0,0,
B08TT1RRGP,2022,1,28,0,0,0,0,0,0,
B0811Q28N6,2022,1,28,0,0,0,0,0,0,
B09FFCXK6R,2022,1,28,0,0,0,0,0,0,
B07M8P8Q2Y,2022,1,28,46,16,10,6,21,3.6,
B098WVKF19,2022,1,28,72,14,6,3,5,4.5,
B08QYY3JBZ,2022,1,28,54,16,11,7,11,4,
B0931YZ82P,2022,1,28,0,0,0,0,0,0,
B09D3GN2P1,2022,1,28,0,0,0,0,0,0,
B09FFCXK6R,2022,1,28,0,0,0,0,0,0,
B086ML686Q,2022,1,28,0,0,0,0,0,0,
B09KTCTK7F,2022,1,28,0,0,0,0,0,0,
B07ZT78BYP,2022,1,28,0,0,0,0,0,0,
B099S1268V,2022,1,28,0,0,0,0,0,0,
B09P2SF34G,2022,1,28,0,0,0,0,0,0,
B08LTWG5LG,2022,1,28,60,18,10,4,8,4.2,
B0742J69SQ,2022,1,28,72,14,5,2,7,4.4,
B07PSDXMNV,2022,1,28,0,0,0,0,0,0,
B083SLMBZM,2022,1,28,60,18,10,4,8,4.2,
B08DNLHGWR,2022,1,28,0,0,0,0,0,0,
B07SZNL2WT,2022,1,28,0,0,0,0,0,0,
B08LZJ8GMH,2022,1,28,0,0,0,0,0,0,
B07QDYZM75,2022,1,28,0,0,0,0,0,0,
B07XB78LTH,2022,1,28,0,0,0,0,0,0,
B09CDL23RD,2022,1,28,0,0,0,0,0,0,
B09BQMTY49,2022,1,28,0,0,0,0,0,0,
B09FJRP89C,2022,1,28,0,0,0,0,0,0,
B09DY8Y8KS,2022,1,28,0,0,0,0,0,0,
B08H5MHJ2K,2022,1,28,0,0,0,0,0,0,
B08CXWDBTY,2022,1,28,0,0,0,0,0,0,
B09HTQCZM4,2022,1,28,0,0,0,0,0,0,
B08N1KMSZ7,2022,1,28,0,0,0,0,0,0,
B091PRCJ5Y,2022,1,28,0,0,0,0,0,0,
B09H6D3CS5,2022,1,28,0,0,0,0,0,0,
B09N3RS6N4,2022,1,28,0,0,0,0,0,0,
B098WVKF19,2022,1,28,0,0,0,0,0,0,
B09LLYHZJQ,2022,1,28,83,0,0,17,0,4.5,
B09LLLF8PG,2022,1,28,0,0,0,0,0,0,
B084T9Y6JG,2022,1,28,0,0,0,0,0,0,
B09C5MLDMS,2022,1,28,0,0,0,0,0,0,
B07R638L8N,2022,1,28,0,0,0,0,0,0,
B09DG8BL6R,2022,1,28,0,0,0,0,0,0,
B01EX8ATKK,2022,1,28,0,0,0,0,0,0,
B099WP97RW,2022,1,28,0,0,0,0,0,0,
B07J34ZVRT,2022,1,28,0,0,0,0,0,0,
B09BQMTY49,2022,1,28,0,0,0,0,0,0,
B09M8C7QBG,2022,1,28,93,7,0,0,0,4.9,
B09H6D3CS5,2022,1,28,0,0,0,0,0,0,
B08DRLY2R1,2022,1,28,0,0,0,0,0,0,
B09CDL23RD,2022,1,28,0,0,0,0,0,0,
B09GFT3D9Q,2022,1,28,0,0,0,0,0,0,
B00X528FNE,2022,1,28,0,0,0,0,0,0,
B09JMP3TR1,2022,1,28,0,0,0,0,0,0,
B08FXBB9VJ,2022,1,28,0,0,0,0,0,0,
B07FQM3V3J,2022,1,28,0,0,0,0,0,0,
B07FTB8HGQ,2022,1,28,0,0,0,0,0,0,
B09KTCTK7F,2022,1,28,0,0,0,0,0,0,
B08QCBPJF2,2022,1,28,0,0,0,0,0,0,
B09BZ9R416,2022,1,28,0,0,0,0,0,0,
B09NNLXTSL,2022,1,28,0,0,0,0,0,0,
B07H4B75YL,2022,1,28,0,0,0,0,0,0,
B08DM16FC4,2022,1,28,0,0,0,0,0,0,
B08L9C1XC3,2022,1,28,0,0,0,0,0,0,
B09FLR6ZBV,2022,1,28,0,0,0,0,0,0,
B07RLPWZX3,2022,1,28,0,0,0,0,0,0,
B094YDVV7L,2022,1,28,63,24,4,4,5,4.4,
B08L9F7HNJ,2022,1,28,0,0,0,0,0,0,
B07DVF9LKG,2022,1,28,0,0,0,0,0,0,
B09NLLH6JT,2022,1,28,0,0,0,0,0,0,
B09HKQR7J1,2022,1,28,0,0,0,0,0,0,
B07PFSXZ2W,2022,1,28,0,0,0,0,0,0,
B08XLSRP3D,2022,1,28,0,0,0,0,0,0,
B09CYT2KPX,2022,1,28,0,0,0,0,0,0,
B07SRQH4R7,2022,1,28,0,0,0,0,0,0,
B099NKZMNM,2022,1,28,0,0,0,0,0,0,
B01N34SBQS,2022,1,28,0,0,0,0,0,0,
B09L4WG13X,2022,1,28,0,0,0,0,0,0,
B07M985G6S,2022,1,28,0,0,0,0,0,0,
B08CXWDBTY,2022,1,28,0,0,0,0,0,0,
B097T1MR3D,2022,1,28,0,0,0,0,0,0,
B09R94FG65,2022,1,28,0,0,0,0,0,0,
B09NPQ54FT,2022,1,28,0,0,0,0,0,0,
B07ZPGSKLS,2022,1,28,0,0,0,0,0,0,
B08JLXB45K,2022,1,28,68,16,7,2,7,4.4,
B0919C2VMW,2022,1,28,0,0,0,0,0,0,
B09B9VKLJM,2022,1,28,0,0,0,0,0,0,
B08GM2X9GG,2022,1,28,67,18,4,3,9,4.3,
B09GTZR2WB,2022,1,28,0,0,0,0,0,0,
B08TBNFG66,2022,1,28,0,0,0,0,0,0,
B088B6372Z,2022,1,28,0,0,0,0,0,0,
B09LQS82ZY,2022,1,28,0,0,0,0,0,0,
B09RF7SZRP,2022,1,28,0,0,0,0,0,0,
B08QCM7FL1,2022,1,28,62,16,7,4,12,4.1,
B084T8QHNX,2022,1,28,0,0,0,0,0,0,
B093WRYKZV,2022,1,28,52,22,9,4,13,4,
B09DCTN5ZS,2022,1,28,85,7,0,0,8,4.6,
B0757K2TJP,2022,1,28,0,0,0,0,0,0,
B09FSK4FWJ,2022,1,28,0,0,0,0,0,0,
B08M9JD55C,2022,1,28,65,17,7,3,8,4.3,
B09B7957DH,2022,1,28,0,0,0,0,0,0,
B09HZXJ66Z,2022,1,28,0,0,0,0,0,0,
B09RF11B84,2022,1,28,0,0,0,0,0,0,
B07CJMJS3L,2022,2,10,78,10,8,2,2,4.6,14:55.7
B000W5K1E8,2022,2,10,83,10,4,2,2,4.7,15:08.8
B00WDR9SZQ,2022,2,10,76,12,6,3,4,4.5,15:20.1
B00OO0J9UY,2022,2,10,78,13,5,2,2,4.6,15:32.8
B000MD65FO,2022,2,10,84,10,3,1,2,4.7,15:43.8
B07D37PQGL,2022,2,10,85,8,3,1,2,4.7,15:55.5
B003JKDNQQ,2022,2,10,82,10,4,1,2,4.7,16:07.4
B07525QJC8,2022,2,10,78,13,5,2,2,4.6,16:22.9
B0087PWY86,2022,2,10,80,13,4,1,1,4.7,16:33.7
B00ILBUEVK,2022,2,10,85,9,3,1,2,4.8,16:46.3
B088ZZYMK2,2022,2,10,85,8,3,1,2,4.7,17:00.1
B08LHXJTDW,2022,2,10,85,9,3,1,2,4.7,17:10.7
B08BTNS4K8,2022,2,10,81,12,5,1,1,4.7,17:21.4
B07F38LXDM,2022,2,10,88,9,2,0,1,4.8,17:32.3
B01LZG17UO,2022,2,10,83,11,4,1,1,4.7,17:44.4
B07BVKK11Q,2022,2,10,74,15,7,2,2,4.6,18:00.1
B07GQM62WM,2022,2,10,54,20,12,5,9,4.1,18:11.0
B08833JPSD,2022,2,10,76,14,6,2,2,4.6,18:23.0
B00ALV8EL0,2022,2,10,74,13,6,3,4,4.5,18:33.7
B000W5K1E8,2022,2,10,83,10,4,2,2,4.7,18:44.5
B086S4Q7JH,2022,2,10,83,10,4,1,2,4.7,18:54.5
B07NQ69L7P,2022,2,10,80,12,5,2,2,4.7,19:07.5
B07F39WZQP,2022,2,10,84,11,4,1,1,4.8,19:18.1
B008J2GP9G,2022,2,10,78,12,5,2,3,4.6,19:29.4
B000TGC8D2,2022,2,10,72,15,8,3,3,4.5,19:40.5
B0891BG2PY,2022,2,10,83,9,3,2,3,4.7,19:53.1
B002KG28PW,2022,2,10,81,11,4,1,2,4.7,20:07.5
B0007X749U,2022,2,10,84,9,4,1,2,4.7,20:19.8
B00AINMFAC,2022,2,10,76,14,7,2,2,4.6,20:33.0
B01M2DNKV7,2022,2,10,83,11,4,1,1,4.7,20:45.3
B06Y2DT2GJ,2022,2,10,74,14,6,2,3,4.5,20:57.6
B0009I4MKW,2022,2,10,80,11,4,2,3,4.6,21:08.0
B00FH692PQ,2022,2,10,64,18,9,3,5,4.3,21:20.1
B079RJ4Y7B,2022,2,10,74,13,6,3,4,4.5,21:31.1
B013J1C9SM,2022,2,10,73,14,7,2,4,4.5,21:41.4
B00ZPQ129C,2022,2,10,82,8,4,2,5,4.6,21:50.2
B074VLGVJ3,2022,2,10,80,12,5,1,2,4.7,22:01.7
B07HRNLW6V,2022,2,10,58,14,12,6,10,4,22:12.5
B00UK4VBC2,2022,2,10,80,11,4,2,3,4.6,22:23.4
B078H4HXSM,2022,2,10,83,8,5,2,2,4.7,22:33.1
B0098QPV3I,2022,2,10,81,9,4,2,4,4.6,22:42.8
B07BNQVWJW,2022,2,10,84,9,4,1,2,4.7,22:56.0
B07XLVHG1F,2022,2,10,83,8,4,1,4,4.6,23:06.0
B002N5MI8C,2022,2,10,75,13,6,3,3,4.5,23:15.2
B002WTC3C0,2022,2,10,82,10,4,1,3,4.7,23:28.0
B08BTMXSG6,2022,2,10,81,12,5,1,1,4.7,23:38.8
B078K4PKKR,2022,2,10,72,14,7,3,4,4.5,23:50.6
B00OKME7S0,2022,2,10,81,11,4,1,3,4.7,23:58.9
B00L00E2NU,2022,2,10,84,10,4,1,2,4.7,24:10.1
B094KVYZSC,2022,2,10,69,13,9,5,3,4.4,24:21.0
B001P1ZEJK,2022,2,10,79,14,5,2,1,4.7,24:30.2
B0009I4MKW,2022,2,10,80,11,4,2,3,4.6,24:40.5
B07CJ61W74,2022,2,10,84,8,5,2,2,4.7,24:52.1
B01INE0KAY,2022,2,10,83,11,4,1,1,4.7,25:01.6
B01ACFFY6C,2022,2,10,82,10,4,1,2,4.7,25:14.9
B00TYAGMP4,2022,2,10,71,14,8,3,4,4.4,25:25.6
B00BFW95F8,2022,2,10,86,8,3,1,2,4.8,25:34.5
B01M36CJSJ,2022,2,10,82,12,4,1,2,4.7,25:44.8
B07M6HP787,2022,2,10,75,14,6,2,3,4.5,25:56.2
B01LFQYXBO,2022,2,10,77,13,6,2,2,4.6,26:08.2
B09GV3RGW2,2022,2,10,83,11,4,1,1,4.7,26:22.9
B08LHX596H,2022,2,10,75,16,5,2,2,4.6,26:32.5
B07WPFYX44,2022,2,10,77,14,6,2,2,4.6,26:44.6
B09MRP4LZR,2022,2,10,68,0,16,0,16,4,26:54.9
B008OL3UYK,2022,2,10,65,15,9,4,7,4.3,27:07.5
B07HMVMTN6,2022,2,10,67,17,9,3,3,4.4,27:19.8
B00EHD9872,2022,2,10,82,10,4,2,2,4.7,27:31.2
B00PSAKQOC,2022,2,10,81,9,4,2,4,4.6,27:41.5
B005NOPU2G,2022,2,10,84,10,3,1,2,4.7,27:53.4
B000R8QVY4,2022,2,10,78,13,5,2,2,4.6,28:03.8
B0011DP24Y,2022,2,10,66,13,9,4,8,4.2,28:15.6
B0891843GD,2022,2,10,83,9,4,2,2,4.7,28:28.6
B07XGVX19G,2022,2,10,82,8,4,2,5,4.6,28:40.5
B000RK9XLA,2022,2,10,77,14,5,1,3,4.6,28:50.9
B00IK1CJZU,2022,2,10,85,9,3,1,2,4.7,29:02.3
B005DRXW9G,2022,2,10,81,9,4,2,4,4.6,29:12.8
B08SSCH7YR,2022,2,10,73,15,7,2,3,4.5,29:24.3
B081QK9539,2022,2,10,73,14,7,2,4,4.5,29:37.6
B091DB16R7,2022,2,10,79,8,5,3,5,4.5,29:48.9
B08QN72JCY,2022,2,10,66,17,10,3,4,4.4,29:58.6
B08BTG8NQC,2022,2,10,76,15,5,1,3,4.6,30:08.7
B00OKQ0F4Q,2022,2,10,81,9,5,2,3,4.6,30:17.6
B0752FXRQJ,2022,2,10,73,14,7,3,3,4.5,30:31.3
B084LJ5XJ3,2022,2,10,82,12,4,1,2,4.7,30:40.8
B00FA3QLUA,2022,2,10,73,12,7,3,5,4.5,30:50.8
