ASIN,YEAR,MONTH,DAY,CATEGORY,PAGE,SEQUENCE,RATING_NUM,STAR,PRICR,PRICE_ORIGINAL,SPONSONED,PRIME,FREE_SHIPPING,JUST_SAVE_IN_RED,AMAZON_BRAND,BEST_SELLER,AMAZON_CHOICE,LIMITED_TIME_DEAL,SUBSCRIBE,COUPON,SPECIFICATION,DELIVERY_TIME,PRICE_OF_SEPC,TITLE,FULLURL
B0861N2NCM,2022,1,28,lipstick,2,19,1596,4.3,3.99,8.50,0,1,1,0,0,0,0,0,0,0,1 Count (Pack of 1),"Tomorrow, Jan 29",0,"NYX PROFESSIONAL MAKEUP Shout Loud Satin Lipstick, Infused With Shea Butter - Opinionated (Warm Burgundy)",http://amazon.com/NYX-PROFESSIONAL-MAKEUP-Shout-Lipstick/dp/B0861N2NCM/ref=sr_1_67_mod_primary_new?crid=156DT8FY808PV&keywords=Lipsticks&qid=1643377913&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sprefix=lipsticks%2Caps%2C400&sr=8-67
B096FMWWQ2,2022,1,28,lipstick,2,20,15,4.7,49.00,0,0,0,1,0,0,0,0,0,0,0,0.11 Ounce (Pack of 1),0,($49.00/Count),"FLORASIS Blooming Rouge Love Lock Lipstick, Moisturizing, Sculpting Lipstick, Misty Matte Finish, Velvet Smooth, Lightweight, M131 Rouge Goddess, 0.11 oz",http://amazon.com/FLORASIS-Blooming-Moisturizing-Sculpting-Lightweight/dp/B096FMWWQ2/ref=sr_1_68?crid=156DT8FY808PV&keywords=Lipsticks&qid=1643377913&sprefix=lipsticks%2Caps%2C400&sr=8-68
B07VC8HBPC,2022,1,28,lipstick,2,21,1874,4.0,9.99,0,0,1,1,0,0,0,0,0,Save more with Subscribe & Save,0,6 Count (Pack of 1),"Tomorrow, Jan 29",($1.67/Count),"Matte Liquid Lipstick Set, 6 Pcs Superstay Mate Ink Waterproof Lip Gloss Beauty Lips Makeup Set (NUDE MATTE INK)",http://amazon.com/Liquid-Lipstick-Superstay-Waterproof-Beauty/dp/B07VC8HBPC/ref=sr_1_69?crid=156DT8FY808PV&keywords=Lipsticks&qid=1643377913&sprefix=lipsticks%2Caps%2C400&sr=8-69
B00OW9NDKE,2022,1,28,lipstick,2,22,2560,4.4,5.49,7.99,0,1,1,0,0,0,0,0,$5.22 with Subscribe & Save discount,0,0.12 Ounce (Pack of 1),"Tomorrow, Jan 29",More Buying Choices,"COVERGIRL Exhibitionist Lipstick Cream, Honeyed Bloom 245, Lipstick Tube 0.123 OZ (3.5 g)",http://amazon.com/COVERGIRL-Exhibitionist-Lipstick-Cream-Honeyed/dp/B00OW9NDKE/ref=sr_1_70?crid=156DT8FY808PV&keywords=Lipsticks&qid=1643377913&sprefix=lipsticks%2Caps%2C400&sr=8-70
B07WVJ37ML,2022,1,28,lipstick,2,23,2910,4.0,7.99,15.99,0,1,1,0,0,0,0,0,$7.59 with Subscribe & Save discount,0,2 Count (Pack of 1),"Sun, Jan 30",0,"2 Pack Aloe Vera Lipstick, Firstfly Long Lasting Nutritious Lip Balm Lips Moisturizer Magic Temperature Color Change Lip Gloss (Green)",http://amazon.com/Lipstick-Firstfly-Nutritious-Moisturizer-Temperature/dp/B07WVJ37ML/ref=sr_1_71?crid=156DT8FY808PV&keywords=Lipsticks&qid=1643377913&sprefix=lipsticks%2Caps%2C400&sr=8-71
B07Z9WVGKB,2022,1,28,lipstick,2,24,1404,4.5,7.97,0,0,1,1,0,0,0,0,0,$7.57 with Subscribe & Save discount,0,0.13 Ounce (Pack of 1),"Tomorrow, Jan 29",0,"L'Oreal Paris Age Perfect Satin Lipstick with Precious Oils, 208 Subtle Primrose, 0.13 Ounce",http://amazon.com/LOreal-Paris-lipstick-precious-cosmetics/dp/B07Z9WVGKB/ref=sr_1_72?crid=156DT8FY808PV&keywords=Lipsticks&qid=1643377913&sprefix=lipsticks%2Caps%2C400&sr=8-72
B08QVZZYZZ,2022,1,28,lipstick,2,25,490,4.0,6.99,0,0,1,1,0,0,0,0,0,Save more with Subscribe & Save,0,6 Count (Pack of 1),"Thu, Feb 3",0,"6 Colors Matte Liquid Lipstick Makeup Set, Matte Velvety Long-Lasting Wear Non-Stick Cup Not Fade Waterproof Lip Gloss (B)",http://amazon.com/Lipstick-Velvety-Long-Lasting-Non-Stick-Waterproof/dp/B08QVZZYZZ/ref=sr_1_73?crid=156DT8FY808PV&keywords=Lipsticks&qid=1643377913&sprefix=lipsticks%2Caps%2C400&sr=8-73
B003KW1978,2022,1,28,lipstick,2,26,49,4.7,16.99,0,0,1,1,0,0,0,0,0,0,0,2 Count (Pack of 1),"Mon, Jan 31",($56.63/Fl Oz),"Revlon Super Lustrous Lipstick, Choco-Liscious, 0.15 Ounces (Pack of 2)",http://amazon.com/Revlon-Super-Lustrous-Choco-Liscious-Lipstick/dp/B003KW1978/ref=sr_1_74_mod_primary_new?crid=156DT8FY808PV&keywords=Lipsticks&qid=1643377913&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sprefix=lipsticks%2Caps%2C400&sr=8-74
B07DJF37YZ,2022,1,28,lipstick,2,27,860,4.6,18.99,22.90,0,0,1,0,0,0,0,0,0,0,1 Count (Pack of 1),0,More Buying Choices,Lipstick Queen Frog Prince Lipstick,http://amazon.com/Lipstick-Queen-Frog-Prince-Women/dp/B07DJF37YZ/ref=sr_1_75_mod_primary_new?crid=156DT8FY808PV&keywords=Lipsticks&qid=1643377913&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sprefix=lipsticks%2Caps%2C400&sr=8-75
B000PI99TA,2022,1,28,lipstick,2,28,248,4.6,24.79,0,0,0,1,0,0,0,0,0,0,0,0.1 Ounce (Pack of 1),0,More Buying Choices,Mac Retro Matte Lipstick 3gr #707 Ruby Woo 0.10 oz,http://amazon.com/Retro-Matte-Lipstick-Ruby-10oz/dp/B000PI99TA/ref=sr_1_76?crid=156DT8FY808PV&keywords=Lipsticks&qid=1643377913&sprefix=lipsticks%2Caps%2C400&sr=8-76
B07HNC618F,2022,1,28,lipstick,2,29,15746,4.6,10.99,0,1,1,1,0,0,0,0,0,$10.44 with Subscribe & Save discount,0,1 Count (Pack of 2),"Tomorrow, Jan 29",0,"Covergirl Outlast All-Day Lip Color with Topcoat, Brazen Raisin , 2 Count (Pack of 1)",http://amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg2_1?ie=UTF8&adId=A08290472K1P8WEK1GB2U&url=%2FCovergirl-Outlast-All-day-Moisturizing-Eternal%2Fdp%2FB07HNC618F%2Fref%3Dsr_1_77_sspa%3Fcrid%3D156DT8FY808PV%26keywords%3DLipsticks%26qid%3D1643377913%26sprefix%3Dlipsticks%252Caps%252C400%26sr%3D8-77-spons%26psc%3D1&qualifier=1643377913&id=8031420706653758&widgetName=sp_mtf
B08WBMCQHF,2022,1,28,lipstick,2,30,1983,4.3,8.75,0,1,1,1,0,0,0,0,0,$8.31 with Subscribe & Save discount,0,1 Count (Pack of 1),"Tomorrow, Jan 29",0,NYX PROFESSIONAL MAKEUP Lip Lingerie XXL Matte Liquid Lipstick - Deep Mesh (Deep Chocolate Brown),http://amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg2_1?ie=UTF8&adId=A07085493GAT2NJPGAPP7&url=%2FNYX-PROFESSIONAL-MAKEUP-Lingerie-Lipstick%2Fdp%2FB08WBMCQHF%2Fref%3Dsr_1_78_sspa%3Fcrid%3D156DT8FY808PV%26keywords%3DLipsticks%26qid%3D1643377913%26sprefix%3Dlipsticks%252Caps%252C400%26sr%3D8-78-spons%26psc%3D1&qualifier=1643377913&id=8031420706653758&widgetName=sp_mtf
B082YPZMT9,2022,1,28,lipstick,2,31,9627,4.0,1.98,2.99,1,1,1,0,0,0,0,0,$1.88 with Subscribe & Save discount,0,0.11 Ounce (Pack of 1),"Tomorrow, Jan 29",0,Wet n Wild Mega Last High-Shine Lip Color Orange Tanger-ring the Alarm,http://amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg2_1?ie=UTF8&adId=A0551195DJC3T8CDW0QR&url=%2Fwild-High-Shine-Color-Tanger-Ring-Alarm%2Fdp%2FB082YPZMT9%2Fref%3Dsr_1_79_sspa%3Fcrid%3D156DT8FY808PV%26keywords%3DLipsticks%26qid%3D1643377913%26sprefix%3Dlipsticks%252Caps%252C400%26sr%3D8-79-spons%26psc%3D1&qualifier=1643377913&id=8031420706653758&widgetName=sp_mtf
B00YOAKOT4,2022,1,28,lipstick,2,32,49,4.4,19.00,19.98,0,1,1,0,0,0,0,0,0,0,0.1 Ounce (Pack of 1),"Tomorrow, Jan 29",0,Mac Lipstick- D FOR DANGER,http://amazon.com/Mac-Lipstick-D-FOR-DANGER/dp/B00YOAKOT4/ref=sr_1_80?crid=156DT8FY808PV&keywords=Lipsticks&qid=1643377913&sprefix=lipsticks%2Caps%2C400&sr=8-80
B01AXVQS0G,2022,1,28,lipstick,2,33,271,4.3,22.00,0,0,1,1,0,0,0,0,0,Save more with Subscribe & Save,0,0.12 Ounce,"Tomorrow, Jan 29",($22.00/Count),butter LONDON Plush Rush Lipstick,http://amazon.com/butter-LONDON-Plush-Lipstick-Buzzed/dp/B01AXVQS0G/ref=sr_1_81?crid=156DT8FY808PV&keywords=Lipsticks&qid=1643377913&sprefix=lipsticks%2Caps%2C400&sr=8-81
B01MTZ0S42,2022,1,28,lipstick,2,34,193,4.5,22.00,24.00,0,1,1,0,0,0,0,0,0,0,0.11 Ounce (Pack of 1),"Tomorrow, Jan 29",($200.00/Ounce),"IT Cosmetics Vitality Lip Flush 4-in-1 Reviver Lipstick Stain, Rose Flush - Long-Wear Color + Hydration - With Shea Butter, Aloe, Jojoba, Plum Oil & Cherry Oil - 0.11 oz",http://amazon.com/Cosmetics-Vitality-Flush-Reviver-Lipstick/dp/B01MTZ0S42/ref=sr_1_82_mod_primary_new?crid=156DT8FY808PV&keywords=Lipsticks&qid=1643377913&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sprefix=lipsticks%2Caps%2C400&sr=8-82
B00PFCT5NG,2022,1,28,lipstick,2,35,99,4.4,9.99,0,0,1,1,0,0,0,0,0,0,0,1 Fl Oz (Pack of 1),"Tomorrow, Jan 29",0,"L'Oréal Paris Infallible Pro Last 2 Step Lipstick, Captivated By Cerise, 1 fl. oz.",http://amazon.com/LOr%C3%A9al-Paris-Infallible-Lipstick-Captivated/dp/B00PFCT5NG/ref=sr_1_83_mod_primary_new?crid=156DT8FY808PV&keywords=Lipsticks&qid=1643377913&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sprefix=lipsticks%2Caps%2C400&sr=8-83
B00P00BY28,2022,1,28,lipstick,2,36,73,4.2,20.00,0,0,1,1,0,0,0,0,0,Save more with Subscribe & Save,0,0.11 Ounce,"Tue, Feb 1",($20.00/Count),Anastasia Beverly Hills - Liquid Lipstick,http://amazon.com/Anastasia-Beverly-Hills-Lipstick-Heathers/dp/B00P00BY28/ref=sr_1_84?crid=156DT8FY808PV&keywords=Lipsticks&qid=1643377913&sprefix=lipsticks%2Caps%2C400&sr=8-84
B08MJ5BR7D,2022,1,28,lipstick,2,37,348,4.1,18.00,0,0,1,1,0,0,0,0,0,Save more with Subscribe & Save,0,1 Count (Pack of 1),"Sun, Jan 30",($18.00/Count),"LAURA GELLER NEW YORK Italian Marble Hydrating Lightweight Long Lasting Lipstick With Vitamin E & Castor Seed Oil, Berry Vanilla",http://amazon.com/LAURA-GELLER-NEW-YORK-Lightweight/dp/B08MJ5BR7D/ref=sr_1_85?crid=156DT8FY808PV&keywords=Lipsticks&qid=1643377913&sprefix=lipsticks%2Caps%2C400&sr=8-85
B07ZR3CJYX,2022,1,28,lipstick,2,38,92,4.5,29.99,0,0,0,1,0,0,0,0,0,0,0,0.12 Ounce (Pack of 1),0,0,"Estee Lauder Pure Color Envy Hi-Lustre Light Sculpting Lipstick, 0.12 oz. / 3.5 g â€¢â€¢ (Pink Parfait 221)",http://amazon.com/Lauder-Hi-Lustre-Sculpting-Lipstick-Parfait/dp/B07ZR3CJYX/ref=sr_1_86?crid=156DT8FY808PV&keywords=Lipsticks&qid=1643377913&sprefix=lipsticks%2Caps%2C400&sr=8-86
B005CN4B7S,2022,1,28,lipstick,2,39,1734,3.9,14.95,0,0,1,1,0,0,0,0,0,Save more with Subscribe & Save,0,1 Count (Pack of 1),"Tomorrow, Jan 29",0,"Lipstains Gold All-In-One Lipstick - Super Rich Conditioning Ingredients, Amazing Staying Power, Smudge Proof and a Diverse Color Range - From the UK (Rose)",http://amazon.com/CO-301-Lipstains-Gold/dp/B005CN4B7S/ref=sr_1_87?crid=156DT8FY808PV&keywords=Lipsticks&qid=1643377913&sprefix=lipsticks%2Caps%2C400&sr=8-87
B00J2AWBWY,2022,1,28,lipstick,2,40,15746,4.6,8.60,0,0,1,1,0,0,0,0,0,Save more with Subscribe & Save,0,1 Count (Pack of 1),"Sun, Jan 30",More Buying Choices,"Covergirl Outlast All-Day Lip Color With Topcoat, Wine to Five, Pack of 1",http://amazon.com/COVERGIRL-Outlast-All-Day-Moisturizing-Color/dp/B00J2AWBWY/ref=sr_1_88?crid=156DT8FY808PV&keywords=Lipsticks&qid=1643377913&sprefix=lipsticks%2Caps%2C400&sr=8-88
B07R7V7XLN,2022,1,28,lipstick,2,41,2194,4.2,13.99,0,0,1,1,0,0,0,0,0,Save more with Subscribe & Save,0,6 Count (Pack of 1),"Tomorrow, Jan 29",0,Coosa Glitter Liquid Lipsticks Set 6 color Diamond Shimmer Metallic Lipstick Waterproof Long Lasting Makeup Kit Face Eye Glow Shimmer Shinning Lip Gloss Set,http://amazon.com/Lipsticks-Metallic-Lipstick-aterproof-Shinning/dp/B07R7V7XLN/ref=sr_1_89?crid=156DT8FY808PV&keywords=Lipsticks&qid=1643377913&sprefix=lipsticks%2Caps%2C400&sr=8-89
B07P7KHZJL,2022,1,28,lipstick,2,42,1830,4.3,4.09,7.99,0,0,1,0,0,0,0,0,0,0,0.1 Ounce (Pack of 1),0,More Buying Choices,"L'Oreal Paris Makeup Colour Riche Plump and Shine Lipstick, for Glossy, Radiant, Visibly Fuller Lips with an All-Day Moisturized Feel, Watermelon Plump, 0.1 oz.",http://amazon.com/LOreal-Paris-Lipstick-Moisturized-Watermelon/dp/B07P7KHZJL/ref=sr_1_90?crid=156DT8FY808PV&keywords=Lipsticks&qid=1643377913&sprefix=lipsticks%2Caps%2C400&sr=8-90
B07Z9WJD6C,2022,1,28,lipstick,2,43,2359,4.4,8.49,0,0,1,1,0,0,0,0,0,$8.07 with Subscribe & Save discount,0,0.13 Ounce (Pack of 1),"Tomorrow, Jan 29",More Buying Choices,"L'Oreal Paris Age Perfect Luminous Hydrating Lipstick, Bright Mocha, 0.13 Ounce",http://amazon.com/LOreal-Paris-Hydrating-Nourishing-Hydration/dp/B07Z9WJD6C/ref=sr_1_91?crid=156DT8FY808PV&keywords=Lipsticks&qid=1643377913&sprefix=lipsticks%2Caps%2C400&sr=8-91
B08V1GC2MP,2022,1,28,lipstick,2,44,289,4.1,6.99,0,0,0,0,0,0,0,0,0,Save more with Subscribe & Save,0,2 Count (Pack of 1),0,0,"Amazfly 2 Pcs Aloe Vera Lipstick, Clear Jelly Lipsticks, Magic Temperature Color Change Lipstick Lip Blam Moisturizing Long Lasting Lip Makeup (2Pcs)",http://amazon.com/Amazfly-Lipstick-Lipsticks-Temperature-Moisturizing/dp/B08V1GC2MP/ref=sr_1_92?crid=156DT8FY808PV&keywords=Lipsticks&qid=1643377913&sprefix=lipsticks%2Caps%2C400&sr=8-92
B08H49XLQM,2022,1,28,lipstick,2,45,2451,4.5,6.96,8.99,0,1,1,0,0,0,0,0,$6.61 with Subscribe & Save discount,0,1 Count (Pack of 1),"Tomorrow, Jan 29",More Buying Choices,"Maybelline New York, Color Sensational Ultimatte Lipstick Lightweight Comfortable Lip Color Intense Color Pigment Soft Powder Matte Slim Lipstick 0.06 oz., 599 MORE MAUVE, 1 Ounce,1 Count (Pack of 1)",http://amazon.com/Maybelline-Sensational-Ultimatte-Lightweight-Comfortable/dp/B08H49XLQM/ref=sr_1_93?crid=156DT8FY808PV&keywords=Lipsticks&qid=1643377913&sprefix=lipsticks%2Caps%2C400&sr=8-93
B085TFH248,2022,1,28,lipstick,2,46,958,4.0,9.99,0,0,1,1,0,0,0,0,0,0,0,0.15 Ounce (Pack of 3),"Tomorrow, Jan 29",($9.99/Count),Bellesky Matte Liquid Lipstick Set Berry Series 3Pcs Velvety Lip Gloss Kit Long-Lasting Wear Non-Stick Cup and Not Fade Lipstick Makeup Set for Brown or Darker Skin (3Colors Set 08),http://amazon.com/Bellesky-Lipstick-Non-Stick-Waterproof-Lipgloss/dp/B085TFH248/ref=sr_1_94?crid=156DT8FY808PV&keywords=Lipsticks&qid=1643377913&sprefix=lipsticks%2Caps%2C400&sr=8-94
B07BMY1FK7,2022,1,28,lipstick,2,47,2113,4.5,5.11,7.99,0,1,1,0,0,0,0,0,0,0,0.13 Ounce (Pack of 1),"Sun, Jan 30",More Buying Choices,"L'Oreal Paris Cosmetics Colour Riche Ultra Matte Highly Pigmented Nude Lipstick, Bold Mauve, 0.13 Ounce",http://amazon.com/LOreal-Paris-Cosmetics-Pigmented-Lipstick/dp/B07BMY1FK7/ref=sr_1_95_mod_primary_new?crid=156DT8FY808PV&keywords=Lipsticks&qid=1643377913&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sprefix=lipsticks%2Caps%2C400&sr=8-95
B07PGQDWMT,2022,1,28,lipstick,2,48,20003,4.5,NOPRICE,0,0,0,0,0,0,0,0,0,0,0,0.04 Ounce (Pack of 1),0,0,"Maybelline SuperStay Ink Crayon Matte Longwear Lipstick With Built-in Sharpener, Lead The Way, 0.04 Ounce",http://amazon.com/Maybelline-New-York-SuperStay-Lipstick/dp/B07PGQDWMT/ref=sr_1_96?crid=156DT8FY808PV&keywords=Lipsticks&qid=1643377913&sprefix=lipsticks%2Caps%2C400&sr=8-96
B07GNJR4C8,2022,1,28,lipstick,2,49,388,4.7,21.89,0,0,1,1,0,0,0,0,0,0,0,0.1 Ounce (Pack of 1),"Sun, Jan 30",More Buying Choices,Dramatically Different Lip Shaping Lipstick by Clinique 44 Raspberry Glace / 0.10 oz. 3g,http://amazon.com/Clinique-Dramatically-Different-Lipstick-Raspberry/dp/B07GNJR4C8/ref=sr_1_97_mod_primary_new?crid=156DT8FY808PV&keywords=Lipsticks&qid=1643377913&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sprefix=lipsticks%2Caps%2C400&sr=8-97
B006VRSF4Y,2022,1,28,lipstick,2,50,3889,4.6,3.99,7.99,0,0,1,0,0,0,0,0,$3.79 with Subscribe & Save discount,0,1 Count (Pack of 1),0,0,"Revlon Super Lustrous Lipstick, High Impact Lipcolor with Moisturizing Creamy Formula, Infused with Vitamin E and Avocado Oil in Nude, Toast of New York (325)",http://amazon.com/Revlon-Super-Lustrous-Lipstick-Toast/dp/B006VRSF4Y/ref=sr_1_98?crid=156DT8FY808PV&keywords=Lipsticks&qid=1643377913&sprefix=lipsticks%2Caps%2C400&sr=8-98
B0046753LO,2022,1,28,lipstick,2,51,18641,4.5,7.29,9.99,0,1,1,0,0,0,0,0,$6.93 with Subscribe & Save discount,0,"Tomorrow, Jan 29","Tomorrow, Jan 29",0,"Maybelline SuperStay 24, 2-Step Liquid Lipstick, Forever Chestnut",http://amazon.com/Maybelline-New-York-Superstay-Lipcolor/dp/B0046753LO/ref=sr_1_99?crid=156DT8FY808PV&keywords=Lipsticks&qid=1643377913&sprefix=lipsticks%2Caps%2C400&sr=8-99
B07YRFJQ3N,2022,1,28,lipstick,2,52,775,3.9,19.99,0,0,1,1,0,0,0,0,0,$17.99 with Subscribe & Save discount,0,8 Count (Pack of 1),"Sun, Jan 30",0,"8 Pcs Lip Liner and Lipstick Set, Matte Lipstick with Lip Liner 2 in 1 Waterproof Long Lasting Lip Pencil Set Lip Makeup",http://amazon.com/Heads-Lipstick-Lasting-Waterproof-Pencil/dp/B07YRFJQ3N/ref=sr_1_100?crid=156DT8FY808PV&keywords=Lipsticks&qid=1643377913&sprefix=lipsticks%2Caps%2C400&sr=8-100
B07KCDPX88,2022,1,28,lipstick,2,53,7235,4.4,5.26,5.94,0,1,1,0,0,0,0,0,$5.00 with Subscribe & Save discount,0,1 Count,"Tomorrow, Jan 29",More Buying Choices,"Maybelline Color Sensational Made for All Satin Lipstick, Mauve For Me",http://amazon.com/Maybelline-New-York-Sensational-Lipstick/dp/B07KCDPX88/ref=sr_1_101?crid=156DT8FY808PV&keywords=Lipsticks&qid=1643377913&sprefix=lipsticks%2Caps%2C400&sr=8-101
B07P9G959X,2022,1,28,lipstick,2,54,1468,4.2,19.99,0,0,1,1,0,0,0,0,0,Save more with Subscribe & Save,0,24 Count (Pack of 1),"Tomorrow, Jan 29",($10.00/Count),"Ownest 24 Colors Matte Velvety Liquid Lipstick Set,Waterproof Long Lasting Non-Stick Cup Liquid Lipgloss Beauty Cosmetics Makeup Kit",http://amazon.com/Ownest-Lipstick-Waterproof-Non-Stick-Cosmetics/dp/B07P9G959X/ref=sr_1_102?crid=156DT8FY808PV&keywords=Lipsticks&qid=1643377913&sprefix=lipsticks%2Caps%2C400&sr=8-102
B000ALY3PW,2022,1,28,lipstick,2,55,198,4.6,23.25,0,0,1,1,0,0,0,0,0,0,0,1 Count (Pack of 1),"Sun, Jan 30",More Buying Choices,Clinique Different Lipstick 62 Tender Heart,http://amazon.com/Clinique-Different-Lipstick-Tender-Heart/dp/B000ALY3PW/ref=sr_1_103?crid=156DT8FY808PV&keywords=Lipsticks&qid=1643377913&sprefix=lipsticks%2Caps%2C400&sr=8-103
B095M11PV8,2022,1,28,lipstick,2,56,111,4.3,16.99,0,1,1,1,0,0,0,0,0,0,0,16 Count (Pack of 1),"Tomorrow, Jan 29",0,"KUSSLIPPE Mini Lipstick Set, Capsule Matte Lipstick, Waterproof Long Lasts Pill Shaped Lipstick , Lip Gloss set .",http://amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg2_1?ie=UTF8&adId=A0120894NXC8AVC4KXU5&url=%2FMatte-Lipstick-Capsule-Waterproof-Velvet%2Fdp%2FB095M11PV8%2Fref%3Dsr_1_104_sspa%3Fcrid%3D156DT8FY808PV%26keywords%3DLipsticks%26qid%3D1643377913%26sprefix%3Dlipsticks%252Caps%252C400%26sr%3D8-104-spons%26psc%3D1%26smid%3DA3G26EUYCYXGVK&qualifier=1643377913&id=8031420706653758&widgetName=sp_btf
B01GKH6FTQ,2022,1,28,lipstick,2,57,667,4.6,9.99,0,1,1,1,0,0,0,0,0,Save more with Subscribe & Save,0,0.14 Ounce (Pack of 1),"Tomorrow, Jan 29",($71.36/ounce),"TIZO Tinted Lip Protection SPF 45, 0.14 oz",http://amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg2_1?ie=UTF8&adId=A074672332ILH763E23FR&url=%2FTIZO-Tinted-Lip-Protection-0-14%2Fdp%2FB01GKH6FTQ%2Fref%3Dsr_1_105_sspa%3Fcrid%3D156DT8FY808PV%26keywords%3DLipsticks%26qid%3D1643377913%26sprefix%3Dlipsticks%252Caps%252C400%26sr%3D8-105-spons%26psc%3D1&qualifier=1643377913&id=8031420706653758&widgetName=sp_btf
B09KK6WLGP,2022,1,28,lipstick,3,1,0,0,11.99,0,1,0,1,0,0,0,0,0,0,0,"Mon, Jan 31",0,($119.90/Fl Oz),LIP DIVINE LIQUID LIPSTICK - PLAY IT COOL,http://amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg3_1?ie=UTF8&adId=A0660264209RNSVG4V9C2&url=%2FLIP-DIVINE-LIQUID-LIPSTICK-PLAY%2Fdp%2FB09KK6WLGP%2Fref%3Dsr_1_97_sspa%3Fcrid%3D156DT8FY808PV%26keywords%3DLipsticks%26qid%3D1643378202%26sprefix%3Dlipsticks%252Caps%252C400%26sr%3D8-97-spons%26psc%3D1&qualifier=1643378202&id=6079730150065928&widgetName=sp_atf_next
B08JBY5WKZ,2022,1,28,lipstick,3,2,0,0,58.00,0,1,0,1,0,0,0,0,0,0,0,"Mon, Jan 31",0,($411.06/Ounce),Merle Norman Plush Lipstick - Brazen,http://amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg3_1?ie=UTF8&adId=A07459652A3DHSZ62S4XB&url=%2FMerle-Norman-Plush-Lipstick-Brazen%2Fdp%2FB08JBY5WKZ%2Fref%3Dsr_1_98_sspa%3Fcrid%3D156DT8FY808PV%26keywords%3DLipsticks%26qid%3D1643378202%26sprefix%3Dlipsticks%252Caps%252C400%26sr%3D8-98-spons%26psc%3D1&qualifier=1643378202&id=6079730150065928&widgetName=sp_atf_next
B09JS5WM4Y,2022,1,28,lipstick,3,3,0,0,11.97,0,1,0,1,0,0,0,0,0,0,0,"Mon, Jan 31",0,($11.97/Count),LIP DIVINE LIQUID LIPSTICK - NOVA,http://amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg3_1?ie=UTF8&adId=A06624483Q33SCIUCNH2L&url=%2FLIP-DIVINE-LIQUID-LIPSTICK-NOVA%2Fdp%2FB09JS5WM4Y%2Fref%3Dsr_1_99_sspa%3Fcrid%3D156DT8FY808PV%26keywords%3DLipsticks%26qid%3D1643378202%26sprefix%3Dlipsticks%252Caps%252C400%26sr%3D8-99-spons%26psc%3D1&qualifier=1643378202&id=6079730150065928&widgetName=sp_atf_next
B08N86XSLX,2022,1,28,lipstick,3,4,18,4.3,20.00,0,1,1,1,0,0,0,0,0,Save more with Subscribe & Save,0,0.45 Ounce (Pack of 5),"Sun, Jan 30",0,Lune+Aster Swipe+Celebrate Lip Gloss Set - Limited edition vegan vitamin C+E lip gloss set featuring five gloss shades,http://amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg3_1?ie=UTF8&adId=A04249532FOE6T24DIY77&url=%2FLune-Aster-Swipe-Celebrate-Gloss%2Fdp%2FB08N86XSLX%2Fref%3Dsr_1_100_sspa%3Fcrid%3D156DT8FY808PV%26keywords%3DLipsticks%26qid%3D1643378202%26sprefix%3Dlipsticks%252Caps%252C400%26sr%3D8-100-spons%26psc%3D1&qualifier=1643378202&id=6079730150065928&widgetName=sp_atf_next
B0046753LO,2022,1,28,lipstick,3,5,18641,4.5,7.29,9.99,0,1,1,0,0,0,0,0,$6.93 with Subscribe & Save discount,0,"Tomorrow, Jan 29","Tomorrow, Jan 29",0,"Maybelline SuperStay 24, 2-Step Liquid Lipstick, Forever Chestnut",http://amazon.com/Maybelline-New-York-Superstay-Lipcolor/dp/B0046753LO/ref=sr_1_101?crid=156DT8FY808PV&keywords=Lipsticks&qid=1643378202&sprefix=lipsticks%2Caps%2C400&sr=8-101
B00AS0CDDY,2022,1,28,lipstick,3,6,1525,4.3,26.29,29.90,0,0,1,0,0,0,0,0,0,0,0.04 Ounce (Pack of 1),0,More Buying Choices,CLINIQUE ALMOST LIPSTICK BLACK HONEY 1.2GMS. WORTH £10.42,http://amazon.com/CLINIQUE-ALMOST-LIPSTICK-1-2GMS-%C2%A310-42/dp/B00AS0CDDY/ref=sr_1_102_mod_primary_new?crid=156DT8FY808PV&keywords=Lipsticks&qid=1643378202&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sprefix=lipsticks%2Caps%2C400&sr=8-102
